42.0812964,67.93858885
83.82117686,73.47708053
38.88634219,70.33549874
78.16917728,56.07044737
28.3786836,78.87976251
60.51687363,24.46091898
70.61264517,76.24071646
51.84522947,21.61508871
60.28271143,65.26701787
74.5825303,14.75817959
81.23380339,89.94651557
88.96348367,104.9408809
28.32093079,78.63592157
14.55033628,86.67160034
59.28971831,68.14733939
70.29946244,68.68254554
94.54214639,74.97074878
62.37008632,23.2998615
16.73337403,84.06609103
86.09803783,74.18682987
70.66823234,23.03159531
100.6806374,70.85543715
79.55738273,61.41848237
67.97458323,86.87749384
31.78239924,86.48106875
90.75986431,48.90420831
85.55730855,73.17969857
72.18961207,75.1998429
39.54640132,73.50108671
89.34769726,79.83090688
61.72414985,16.70753127
10.50006329,83.06848719
23.68909367,66.38618939
77.49154158,56.43323897
73.80028841,63.86517643
91.58009209,53.12070552
42.47862884,68.69158451
93.94599274,77.34628459
74.80155296,78.01088202
102.6891458,43.25081944
85.17995089,72.41714911
32.45194047,89.62185334
68.05947791,14.66391324
98.38201855,83.71667182
72.00456051,63.6151135
60.20880947,52.36547406
72.36372992,54.39209431
78.66464751,57.97634637
19.21961918,86.34741238
17.4200922,87.84194921
34.52796869,91.65364277
32.16102231,68.88871028
86.61687605,75.01023616
80.1461519,90.06873862
47.66501593,1.967058538
75.85373909,15.80515173
69.56798188,21.1652379
76.59108769,13.910381
92.90584931,74.30558336
90.05451135,104.2395017
96.96711631,67.53078309
18.51755504,94.30578687
51.37221021,63.99104908
68.34099528,56.22829061
64.84237202,23.44071203
58.44765491,34.02569026
73.91562873,18.03332204
32.17579242,78.21876405
37.84668884,86.41892121
65.55402464,28.7822693
28.92305482,78.95032251
67.40630944,77.77170147
59.78510292,35.16693662
90.26240961,70.07323899
76.3309414,66.73134957
74.98157274,21.38672813
82.0535743,5.706498666
72.77005487,15.4191054
73.02697203,24.89816148
25.85819583,75.20844039
20.83383212,70.20603865
62.80703348,4.12395433
67.12696604,14.75670073
59.10341585,67.98330732
102.4103038,81.9635564
25.94619467,73.173314
53.99124226,18.68328578
52.73312222,50.45182003
93.88634779,93.88130186
72.69077677,56.40528772
43.58835335,88.83788182
58.51684718,5.655243905
56.86965739,20.75234088
57.69400883,37.46837178
65.10560317,59.78648943
28.32237282,75.46591737
34.42831664,79.33340872
16.80405332,78.11541314
71.32891525,65.35804575
88.50424496,5.99243543
12.63130148,92.40552091
60.10039026,57.23151161
59.55221482,39.29188519
58.07732691,84.76594245
44.50812414,71.5835265
63.95736978,84.9762774
75.46007876,15.29603688
84.59956294,72.80606691
57.5701043,24.926292
27.25787331,68.86601507
62.97949002,26.02774414
82.57551832,65.86154896
80.21448414,18.11293646
25.48780883,71.20576936
75.80413621,57.70951034
26.41407742,72.49598459
24.09732759,85.35841303
70.44969073,71.60797047
71.88485176,70.86856438
64.58469249,69.79278964
72.77656455,55.78100012
74.75825851,73.11521375
85.52337859,69.15336483
71.26485,26.98480308
58.08861665,60.93264897
33.21639766,94.28253388
80.94687905,73.40333815
89.99752749,82.60752311
41.00663634,75.04652375
68.80346809,72.32841283
21.45032695,86.98924902
66.33330285,8.323101389
75.35388389,53.93160277
25.23009116,72.44350578
31.3881641,80.35653309
83.88209922,89.83242341
28.82267261,94.71747244
31.94630323,64.90318653
92.42958751,78.76872545
24.42349188,85.75507911
17.2179531,85.17203379
42.61878843,94.43776524
71.2477979,64.13114458
91.89415451,66.9462496
79.92740156,66.47073033
14.78600348,76.49368549
54.73216748,23.00461594
75.230784,59.50143408
12.02887626,65.29954474
88.88619123,84.53050678
62.57054266,19.82068944
105.7243598,73.88843271
28.26286134,82.46508339
96.46921524,88.36010657
105.7146652,83.07465518
26.66069569,64.05519093
96.87501017,82.92563961
86.34053792,97.09865693
23.76595198,87.33916358
106.6567207,74.72368498
73.40501441,76.72705447
76.33696733,55.0651323
90.0764961,84.48043719
10.86939128,93.79459675
75.22615488,53.66756965
61.81322924,19.40469291
81.47809362,77.14897629
66.08915396,34.68488199
64.49736603,53.78884282
71.12405325,46.80954383
22.01909275,63.9845943
74.14184277,71.20134975
